Sample in Buffer,Sample in Window,TRIGGER,sc_interrupt_sys/inst[31:0],sc_interrupt_sys/pc[31:0],sc_interrupt_sys/SI_ClkIn,sc_interrupt_sys/SI_Reset_N,sc_interrupt_sys/lock,sc_interrupt_sys/counter[26:0],sc_interrupt_sys/IO_Switch[15:0],sc_interrupt_sys/IO_LED[15:0],sc_interrupt_sys/dbg_imem_cs,sc_interrupt_sys/dbg_imem_we,sc_interrupt_sys/dbg_imem_addr[31:0],sc_interrupt_sys/dbg_imem_din[31:0],sc_interrupt_sys/dbg_dmem_cs,sc_interrupt_sys/dbg_dmem_we,sc_interrupt_sys/dbg_dmem_addr[31:0],sc_interrupt_sys/dbg_dmem_din[31:0],sc_interrupt_sys/dbg_halt_cpu,sc_interrupt_sys/IO_7SEGEN_N[7:0],sc_interrupt_sys/IO_7SEG_N[6:0],sc_interrupt_sys/intr
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
781,781,0,00f37393,0000000c,0,1,1,323b0c2,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
782,782,0,02000e13,00000010,1,1,1,323b0c3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
783,783,0,02000e13,00000010,0,1,1,323b0c3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
784,784,0,01c383b3,00000014,1,1,1,323b0c4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
785,785,0,01c383b3,00000014,0,1,1,323b0c4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
786,786,0,0003a383,00000018,1,1,1,323b0c5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
787,787,0,0003a383,00000018,0,1,1,323b0c5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
788,788,0,00038067,0000001c,1,1,1,323b0c6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
789,789,0,00038067,0000001c,0,1,1,323b0c6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
790,790,0,00000013,00000024,1,1,1,323b0c7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
791,791,0,00000013,00000024,0,1,1,323b0c7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
792,792,0,30200073,00000028,1,1,1,323b0c8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
793,793,0,30200073,00000028,0,1,1,323b0c8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
794,794,0,00552823,000000fc,1,1,1,323b0c9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
795,795,0,00552823,000000fc,0,1,1,323b0c9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
796,796,0,34202373,00000008,1,1,1,323b0ca,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
797,797,0,34202373,00000008,0,1,1,323b0ca,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
798,798,0,00f37393,0000000c,1,1,1,323b0cb,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
799,799,0,00f37393,0000000c,0,1,1,323b0cb,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
800,800,0,02000e13,00000010,1,1,1,323b0cc,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
801,801,0,02000e13,00000010,0,1,1,323b0cc,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
802,802,0,01c383b3,00000014,1,1,1,323b0cd,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
803,803,0,01c383b3,00000014,0,1,1,323b0cd,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
804,804,0,0003a383,00000018,1,1,1,323b0ce,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
805,805,0,0003a383,00000018,0,1,1,323b0ce,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
806,806,0,00038067,0000001c,1,1,1,323b0cf,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
807,807,0,00038067,0000001c,0,1,1,323b0cf,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
808,808,0,00000013,00000024,1,1,1,323b0d0,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
809,809,0,00000013,00000024,0,1,1,323b0d0,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
810,810,0,30200073,00000028,1,1,1,323b0d1,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
811,811,0,30200073,00000028,0,1,1,323b0d1,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
812,812,0,00552823,000000fc,1,1,1,323b0d2,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
813,813,0,00552823,000000fc,0,1,1,323b0d2,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
814,814,0,34202373,00000008,1,1,1,323b0d3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
815,815,0,34202373,00000008,0,1,1,323b0d3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
816,816,0,00f37393,0000000c,1,1,1,323b0d4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
817,817,0,00f37393,0000000c,0,1,1,323b0d4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
818,818,0,02000e13,00000010,1,1,1,323b0d5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
819,819,0,02000e13,00000010,0,1,1,323b0d5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
820,820,0,01c383b3,00000014,1,1,1,323b0d6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
821,821,0,01c383b3,00000014,0,1,1,323b0d6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
822,822,0,0003a383,00000018,1,1,1,323b0d7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
823,823,0,0003a383,00000018,0,1,1,323b0d7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
824,824,0,00038067,0000001c,1,1,1,323b0d8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
825,825,0,00038067,0000001c,0,1,1,323b0d8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
826,826,0,00000013,00000024,1,1,1,323b0d9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
827,827,0,00000013,00000024,0,1,1,323b0d9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
828,828,0,30200073,00000028,1,1,1,323b0da,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
829,829,0,30200073,00000028,0,1,1,323b0da,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
830,830,0,00552823,000000fc,1,1,1,323b0db,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
831,831,0,00552823,000000fc,0,1,1,323b0db,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
832,832,0,34202373,00000008,1,1,1,323b0dc,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
833,833,0,34202373,00000008,0,1,1,323b0dc,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
834,834,0,00f37393,0000000c,1,1,1,323b0dd,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
835,835,0,00f37393,0000000c,0,1,1,323b0dd,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
836,836,0,02000e13,00000010,1,1,1,323b0de,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
837,837,0,02000e13,00000010,0,1,1,323b0de,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
838,838,0,01c383b3,00000014,1,1,1,323b0df,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
839,839,0,01c383b3,00000014,0,1,1,323b0df,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
840,840,0,0003a383,00000018,1,1,1,323b0e0,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
841,841,0,0003a383,00000018,0,1,1,323b0e0,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
842,842,0,00038067,0000001c,1,1,1,323b0e1,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
843,843,0,00038067,0000001c,0,1,1,323b0e1,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
844,844,0,00000013,00000024,1,1,1,323b0e2,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
845,845,0,00000013,00000024,0,1,1,323b0e2,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
846,846,0,30200073,00000028,1,1,1,323b0e3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
847,847,0,30200073,00000028,0,1,1,323b0e3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
848,848,0,00552823,000000fc,1,1,1,323b0e4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
849,849,0,00552823,000000fc,0,1,1,323b0e4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
850,850,0,34202373,00000008,1,1,1,323b0e5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
851,851,0,34202373,00000008,0,1,1,323b0e5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
852,852,0,00f37393,0000000c,1,1,1,323b0e6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
853,853,0,00f37393,0000000c,0,1,1,323b0e6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
854,854,0,02000e13,00000010,1,1,1,323b0e7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
855,855,0,02000e13,00000010,0,1,1,323b0e7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
856,856,0,01c383b3,00000014,1,1,1,323b0e8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
857,857,0,01c383b3,00000014,0,1,1,323b0e8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
858,858,0,0003a383,00000018,1,1,1,323b0e9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
859,859,0,0003a383,00000018,0,1,1,323b0e9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
860,860,0,00038067,0000001c,1,1,1,323b0ea,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
861,861,0,00038067,0000001c,0,1,1,323b0ea,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
862,862,0,00000013,00000024,1,1,1,323b0eb,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
863,863,0,00000013,00000024,0,1,1,323b0eb,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
864,864,0,30200073,00000028,1,1,1,323b0ec,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
865,865,0,30200073,00000028,0,1,1,323b0ec,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
866,866,0,00552823,000000fc,1,1,1,323b0ed,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
867,867,0,00552823,000000fc,0,1,1,323b0ed,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
868,868,0,34202373,00000008,1,1,1,323b0ee,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
869,869,0,34202373,00000008,0,1,1,323b0ee,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
870,870,0,00f37393,0000000c,1,1,1,323b0ef,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
871,871,0,00f37393,0000000c,0,1,1,323b0ef,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
872,872,0,02000e13,00000010,1,1,1,323b0f0,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
873,873,0,02000e13,00000010,0,1,1,323b0f0,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
874,874,0,01c383b3,00000014,1,1,1,323b0f1,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
875,875,0,01c383b3,00000014,0,1,1,323b0f1,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
876,876,0,0003a383,00000018,1,1,1,323b0f2,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
877,877,0,0003a383,00000018,0,1,1,323b0f2,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
878,878,0,00038067,0000001c,1,1,1,323b0f3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
879,879,0,00038067,0000001c,0,1,1,323b0f3,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
880,880,0,00000013,00000024,1,1,1,323b0f4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
881,881,0,00000013,00000024,0,1,1,323b0f4,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
882,882,0,30200073,00000028,1,1,1,323b0f5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
883,883,0,30200073,00000028,0,1,1,323b0f5,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
884,884,0,00552823,000000fc,1,1,1,323b0f6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
885,885,0,00552823,000000fc,0,1,1,323b0f6,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
886,886,0,34202373,00000008,1,1,1,323b0f7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
887,887,0,34202373,00000008,0,1,1,323b0f7,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
888,888,0,00f37393,0000000c,1,1,1,323b0f8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
889,889,0,00f37393,0000000c,0,1,1,323b0f8,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
890,890,0,02000e13,00000010,1,1,1,323b0f9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
891,891,0,02000e13,00000010,0,1,1,323b0f9,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
892,892,0,01c383b3,00000014,1,1,1,323b0fa,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
893,893,0,01c383b3,00000014,0,1,1,323b0fa,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
894,894,0,0003a383,00000018,1,1,1,323b0fb,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
895,895,0,0003a383,00000018,0,1,1,323b0fb,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
896,896,0,00038067,0000001c,1,1,1,323b0fc,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
897,897,0,00038067,0000001c,0,1,1,323b0fc,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
898,898,0,00000013,00000024,1,1,1,323b0fd,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
899,899,0,00000013,00000024,0,1,1,323b0fd,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
900,900,0,30200073,00000028,1,1,1,323b0fe,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
901,901,0,30200073,00000028,0,1,1,323b0fe,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
902,902,0,00552823,000000fc,1,1,1,323b0ff,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
903,903,0,00552823,000000fc,0,1,1,323b0ff,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
904,904,0,34202373,00000008,1,1,1,323b100,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
905,905,0,34202373,00000008,0,1,1,323b100,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
906,906,0,00f37393,0000000c,1,1,1,323b101,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
907,907,0,00f37393,0000000c,0,1,1,323b101,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
908,908,0,02000e13,00000010,1,1,1,323b102,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
909,909,0,02000e13,00000010,0,1,1,323b102,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
910,910,0,01c383b3,00000014,1,1,1,323b103,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
911,911,0,01c383b3,00000014,0,1,1,323b103,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
912,912,0,0003a383,00000018,1,1,1,323b104,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
913,913,0,0003a383,00000018,0,1,1,323b104,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
914,914,0,00038067,0000001c,1,1,1,323b105,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
915,915,0,00038067,0000001c,0,1,1,323b105,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
916,916,0,00000013,00000024,1,1,1,323b106,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
917,917,0,00000013,00000024,0,1,1,323b106,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
918,918,0,30200073,00000028,1,1,1,323b107,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
919,919,0,30200073,00000028,0,1,1,323b107,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
920,920,0,00552823,000000fc,1,1,1,323b108,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
921,921,0,00552823,000000fc,0,1,1,323b108,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
922,922,0,34202373,00000008,1,1,1,323b109,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
923,923,0,34202373,00000008,0,1,1,323b109,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
924,924,0,00f37393,0000000c,1,1,1,323b10a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
925,925,0,00f37393,0000000c,0,1,1,323b10a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
926,926,0,02000e13,00000010,1,1,1,323b10b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
927,927,0,02000e13,00000010,0,1,1,323b10b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
928,928,0,01c383b3,00000014,1,1,1,323b10c,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
929,929,0,01c383b3,00000014,0,1,1,323b10c,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
930,930,0,0003a383,00000018,1,1,1,323b10d,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
931,931,0,0003a383,00000018,0,1,1,323b10d,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
932,932,0,00038067,0000001c,1,1,1,323b10e,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
933,933,0,00038067,0000001c,0,1,1,323b10e,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
934,934,0,00000013,00000024,1,1,1,323b10f,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
935,935,0,00000013,00000024,0,1,1,323b10f,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
936,936,0,30200073,00000028,1,1,1,323b110,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
937,937,0,30200073,00000028,0,1,1,323b110,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
938,938,0,00552823,000000fc,1,1,1,323b111,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
939,939,0,00552823,000000fc,0,1,1,323b111,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
940,940,0,34202373,00000008,1,1,1,323b112,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
941,941,0,34202373,00000008,0,1,1,323b112,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
942,942,0,00f37393,0000000c,1,1,1,323b113,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
943,943,0,00f37393,0000000c,0,1,1,323b113,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
944,944,0,02000e13,00000010,1,1,1,323b114,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
945,945,0,02000e13,00000010,0,1,1,323b114,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
946,946,0,01c383b3,00000014,1,1,1,323b115,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
947,947,0,01c383b3,00000014,0,1,1,323b115,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
948,948,0,0003a383,00000018,1,1,1,323b116,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
949,949,0,0003a383,00000018,0,1,1,323b116,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
950,950,0,00038067,0000001c,1,1,1,323b117,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
951,951,0,00038067,0000001c,0,1,1,323b117,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
952,952,0,00000013,00000024,1,1,1,323b118,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
953,953,0,00000013,00000024,0,1,1,323b118,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
954,954,0,30200073,00000028,1,1,1,323b119,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
955,955,0,30200073,00000028,0,1,1,323b119,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
956,956,0,00552823,000000fc,1,1,1,323b11a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
957,957,0,00552823,000000fc,0,1,1,323b11a,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
958,958,0,34202373,00000008,1,1,1,323b11b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
959,959,0,34202373,00000008,0,1,1,323b11b,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
960,960,0,00f37393,0000000c,1,1,1,323b11c,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
961,961,0,00f37393,0000000c,0,1,1,323b11c,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
962,962,0,02000e13,00000010,1,1,1,323b11d,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
963,963,0,02000e13,00000010,0,1,1,323b11d,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
964,964,0,01c383b3,00000014,1,1,1,323b11e,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
965,965,0,01c383b3,00000014,0,1,1,323b11e,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
966,966,0,0003a383,00000018,1,1,1,323b11f,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
967,967,0,0003a383,00000018,0,1,1,323b11f,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
968,968,0,00038067,0000001c,1,1,1,323b120,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
969,969,0,00038067,0000001c,0,1,1,323b120,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
970,970,0,00000013,00000024,1,1,1,323b121,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
971,971,0,00000013,00000024,0,1,1,323b121,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
972,972,0,30200073,00000028,1,1,1,323b122,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
973,973,0,30200073,00000028,0,1,1,323b122,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
974,974,0,00552823,000000fc,1,1,1,323b123,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
975,975,0,00552823,000000fc,0,1,1,323b123,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
976,976,0,34202373,00000008,1,1,1,323b124,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
977,977,0,34202373,00000008,0,1,1,323b124,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
978,978,0,00f37393,0000000c,1,1,1,323b125,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
979,979,0,00f37393,0000000c,0,1,1,323b125,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
980,980,0,02000e13,00000010,1,1,1,323b126,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
981,981,0,02000e13,00000010,0,1,1,323b126,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
982,982,0,01c383b3,00000014,1,1,1,323b127,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
983,983,0,01c383b3,00000014,0,1,1,323b127,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
984,984,0,0003a383,00000018,1,1,1,323b128,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
985,985,0,0003a383,00000018,0,1,1,323b128,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
986,986,0,00038067,0000001c,1,1,1,323b129,0000,0000,0,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,1
